crime_id,date,district,crime_type,latitude,longitude,location,suspect_id,victim_id,police_station,status,arrested,repeat_offender,population_density,unemployment_rate,risk_zone,risk_score
CR-000140,2024-10-21,Kalaburagi,Robbery,17.314439,76.821276,Kalaburagi Zone 2,SUS-00091,VIC-00350,Kalaburagi East PS,Active,0,0,370.95,6.77,Low Risk,0.267
CR-000141,2024-11-01,Chitradurga,Domestic Violence,14.287309,76.333241,Chitradurga Zone 2,SUS-00583,VIC-00370,Chitradurga East PS,Closed,0,1,248.9,5.77,Medium Risk,0.4765
CR-000142,2024-09-13,Mangaluru,Fraud,12.885811,74.767681,Mangaluru Zone 3,SUS-00664,VIC-00985,Mangaluru South PS,Closed,0,0,1214.82,5.56,Medium Risk,0.4178
CR-000143,2023-06-05,Ballari,Assault,15.122461,76.961298,Ballari Zone 2,SUS-00146,VIC-00158,Ballari Central PS,Closed,0,0,350.47,6.83,Low Risk,0.2995
CR-000144,2023-11-22,Vijayapura,Assault,16.695614,75.726823,Vijayapura Zone 4,SUS-00689,VIC-01199,Vijayapura West PS,Arrested,1,0,361.28,6.1,Low Risk,0.3432
CR-000145,2025-03-12,Mandya,Domestic Violence,12.487843,76.98141,Mandya Zone 3,SUS-00666,VIC-00489,Mandya West PS,Closed,0,0,341.0,4.61,Low Risk,0.2621
CR-000146,2025-01-07,Kodagu,Fraud,12.5851,75.661446,Kodagu Zone 1,SUS-00515,VIC-01068,Kodagu North PS,Arrested,1,0,195.82,4.6,Low Risk,0.3557
CR-000147,2023-08-25,Hassan,Cybercrime,13.116308,76.077267,Hassan Zone 2,SUS-00600,VIC-00235,Hassan Traffic PS,Active,0,0,276.48,5.06,Low Risk,0.2357
CR-000148,2023-12-22,Bengaluru Rural,Burglary,13.115627,77.52473,Bengaluru Rural Zone 5,SUS-00613,VIC-01096,Bengaluru Rural Traffic PS,Closed,0,0,471.94,4.77,Low Risk,0.3429
CR-000149,2024-12-19,Hubballi,Murder,15.289482,75.073215,Hubballi Zone 4,SUS-00800,VIC-00304,Hubballi Traffic PS,Closed,0,0,888.7,5.34,Low Risk,0.312
CR-000150,2023-11-30,Chikkaballapur,Drug Offense,13.319212,77.630509,Chikkaballapur Zone 2,SUS-00464,VIC-00250,Chikkaballapur Rural PS,Active,0,0,297.95,5.38,Low Risk,0.3867
CR-000151,2023-03-20,Chitradurga,Domestic Violence,14.215551,76.268327,Chitradurga Zone 3,SUS-00615,VIC-00576,Chitradurga Traffic PS,Closed,0,1,249.98,5.44,Medium Risk,0.4757
CR-000152,2024-08-31,Koppal,Robbery,15.380238,76.186203,Koppal Zone 1,SUS-00591,VIC-00906,Koppal Special Task Force,Arrested,1,1,223.33,7.27,Medium Risk,0.5412
CR-000153,2023-06-26,Mangaluru,Cybercrime,12.889112,74.96465,Mangaluru Zone 4,SUS-00105,VIC-00320,Mangaluru Women PS,Arrested,1,0,1049.25,5.61,Medium Risk,0.4269
CR-000154,2023-04-30,Shivamogga,Assault,13.875654,75.61067,Shivamogga Zone 1,SUS-00221,VIC-00195,Shivamogga Traffic PS,Active,0,0,311.92,5.77,Low Risk,0.2811
CR-000155,2023-07-06,Mandya,Drug Offense,12.537194,76.985664,Mandya Zone 3,SUS-00129,VIC-00367,Mandya Central PS,Arrested,1,1,430.76,4.82,Medium Risk,0.4395
CR-000156,2023-04-24,Mandya,Drug Offense,12.544445,76.981861,Mandya Zone 5,SUS-00483,VIC-00894,Mandya Central PS,Closed,0,0,416.72,5.04,Low Risk,0.3606
CR-000157,2023-09-11,Yadgir,Drug Offense,16.821872,77.020632,Yadgir Zone 5,SUS-00497,VIC-00945,Yadgir Special Task Force,Closed,0,1,240.21,7.01,Medium Risk,0.6015
CR-000158,2024-10-11,Chamarajanagar,Assault,11.89525,76.924784,Chamarajanagar Zone 5,SUS-00620,VIC-01102,Chamarajanagar North PS,Arrested,1,0,181.31,5.82,Low Risk,0.3862
CR-000159,2024-07-16,Vijayanagara,Assault,15.478863,76.555311,Vijayanagara Zone 3,SUS-00285,VIC-00946,Vijayanagara Women PS,Closed,0,1,272.22,6.19,Medium Risk,0.6367
CR-000160,2025-02-18,Davangere,Kidnapping,14.500402,75.903606,Davangere Zone 5,SUS-00385,VIC-00030,Davangere West PS,Arrested,1,0,342.38,5.82,Low Risk,0.3364
CR-000161,2024-05-12,Kalaburagi,Drug Offense,17.427974,76.78314,Kalaburagi Zone 3,SUS-00257,VIC-01135,Kalaburagi Rural PS,Closed,0,1,400.88,6.65,Medium Risk,0.4908
CR-000162,2023-08-16,Bengaluru Rural,Drug Offense,13.115144,77.53245,Bengaluru Rural Zone 4,SUS-00432,VIC-00277,Bengaluru Rural West PS,Active,0,0,475.68,5.13,Low Risk,0.3479
CR-000163,2024-09-18,Bengaluru Urban,Burglary,12.982914,77.40857,Bengaluru Urban Zone 2,SUS-00355,VIC-00242,Bengaluru Urban Central PS,Closed,0,0,4421.54,4.18,Medium Risk,0.5153
CR-000164,2023-11-05,Ramanagara,Domestic Violence,12.775179,77.272147,Ramanagara Zone 5,SUS-00047,VIC-00203,Ramanagara South PS,Closed,0,0,456.68,5.4,Low Risk,0.3837
CR-000165,2023-04-16,Kalaburagi,Theft,17.276684,76.988136,Kalaburagi Zone 1,SUS-00150,VIC-00930,Kalaburagi Central PS,Closed,0,0,366.33,5.74,Low Risk,0.3694
CR-000166,2024-07-17,Mandya,Domestic Violence,12.50465,76.779742,Mandya Zone 3,SUS-00247,VIC-00956,Mandya Traffic PS,Active,0,0,383.84,4.94,Low Risk,0.2736
CR-000167,2023-08-06,Shivamogga,Theft,13.970427,75.463156,Shivamogga Zone 2,SUS-00605,VIC-00370,Shivamogga Traffic PS,Arrested,1,0,358.98,5.78,Low Risk,0.2203
CR-000168,2025-03-13,Kalaburagi,Murder,17.27719,76.789049,Kalaburagi Zone 1,SUS-00521,VIC-00749,Kalaburagi Special Task Force,Closed,0,0,393.52,6.27,Low Risk,0.3465
CR-000169,2024-08-18,Hubballi,Murder,15.314293,75.039428,Hubballi Zone 2,SUS-00494,VIC-00530,Hubballi Rural PS,Active,0,0,767.56,5.5,Low Risk,0.2403
CR-000170,2025-01-01,Bagalkot,Assault,16.132989,75.667261,Bagalkot Zone 5,SUS-00677,VIC-00591,Bagalkot Special Task Force,Arrested,1,1,297.53,6.0,Medium Risk,0.5812
CR-000171,2024-10-12,Chitradurga,Robbery,14.289836,76.405635,Chitradurga Zone 5,SUS-00799,VIC-01155,Chitradurga Cyber Crime Cell,Closed,0,0,258.56,6.29,Low Risk,0.3125
CR-000172,2023-07-11,Vijayapura,Theft,16.697533,75.709368,Vijayapura Zone 2,SUS-00341,VIC-00684,Vijayapura Special Task Force,Active,0,0,313.47,6.43,Low Risk,0.3685
CR-000173,2023-05-28,Hubballi,Burglary,15.361523,75.159396,Hubballi Zone 2,SUS-00774,VIC-01087,Hubballi Special Task Force,Active,0,0,813.13,5.5,Low Risk,0.3781
CR-000174,2025-01-19,Udupi,Drug Offense,13.184675,74.584193,Udupi Zone 4,SUS-00394,VIC-01193,Udupi Central PS,Closed,0,0,421.23,4.37,Low Risk,0.2172
CR-000175,2024-07-17,Vijayanagara,Fraud,15.166385,76.521539,Vijayanagara Zone 5,SUS-00273,VIC-00528,Vijayanagara South PS,Closed,0,1,282.46,6.34,Medium Risk,0.6334
CR-000176,2025-03-10,Vijayanagara,Kidnapping,15.394782,76.464593,Vijayanagara Zone 3,SUS-00736,VIC-00765,Vijayanagara West PS,Closed,0,0,293.34,6.36,Low Risk,0.3304
CR-000177,2023-10-22,Raichur,Drug Offense,16.160614,77.347179,Raichur Zone 1,SUS-00647,VIC-00912,Raichur Special Task Force,Active,0,0,253.85,7.28,Low Risk,0.3336
CR-000178,2023-10-07,Kodagu,Theft,12.373077,75.756703,Kodagu Zone 5,SUS-00781,VIC-00027,Kodagu Central PS,Closed,0,1,167.85,3.93,Low Risk,0.3949
CR-000179,2024-06-18,Koppal,Theft,15.402449,76.063231,Koppal Zone 3,SUS-00416,VIC-00215,Koppal Cyber Crime Cell,Active,0,0,200.45,7.11,Medium Risk,0.414
CR-000180,2023-05-13,Chamarajanagar,Fraud,11.995855,76.898755,Chamarajanagar Zone 3,SUS-00546,VIC-00361,Chamarajanagar Special Task Force,Closed,0,0,213.49,5.61,Low Risk,0.3802
CR-000181,2023-07-17,Dharwad,Assault,15.516888,75.121569,Dharwad Zone 2,SUS-00593,VIC-00733,Dharwad Women PS,Closed,0,0,436.0,4.97,Low Risk,0.2722
CR-000182,2024-09-19,Chikkaballapur,Domestic Violence,13.517461,77.668846,Chikkaballapur Zone 3,SUS-00178,VIC-00546,Chikkaballapur North PS,Active,0,0,360.86,5.03,Low Risk,0.1898
CR-000183,2024-12-28,Raichur,Theft,16.163234,77.432004,Raichur Zone 3,SUS-00112,VIC-00015,Raichur Rural PS,Arrested,1,1,316.08,6.14,Medium Risk,0.6481
CR-000184,2025-03-10,Bagalkot,Kidnapping,16.106665,75.702286,Bagalkot Zone 3,SUS-00157,VIC-00501,Bagalkot Women PS,Closed,0,1,262.03,6.42,Medium Risk,0.5909
CR-000185,2024-10-14,Kodagu,Theft,12.336901,75.820352,Kodagu Zone 5,SUS-00531,VIC-01164,Kodagu North PS,Closed,0,1,198.84,4.28,Medium Risk,0.4989
CR-000186,2023-06-04,Gadag,Assault,15.294067,75.594613,Gadag Zone 4,SUS-00776,VIC-00454,Gadag North PS,Arrested,1,0,283.19,6.18,Low Risk,0.2549
CR-000187,2024-06-29,Koppal,Assault,15.248031,76.157586,Koppal Zone 4,SUS-00472,VIC-00810,Koppal Rural PS,Active,0,0,243.31,7.35,Low Risk,0.2761
CR-000188,2024-02-24,Tumakuru,Theft,13.342413,77.13693,Tumakuru Zone 1,SUS-00333,VIC-00536,Tumakuru Rural PS,Arrested,1,0,294.66,5.56,Low Risk,0.2974
CR-000189,2023-04-13,Uttara Kannada,Robbery,14.806746,74.635661,Uttara Kannada Zone 3,SUS-00152,VIC-00344,Uttara Kannada West PS,Active,0,0,169.57,4.84,Low Risk,0.3
CR-000190,2024-01-01,Hubballi,Cybercrime,15.345833,75.099464,Hubballi Zone 4,SUS-00553,VIC-00131,Hubballi West PS,Closed,0,1,670.5,5.73,Medium Risk,0.5484
CR-000191,2024-02-07,Bengaluru Urban,Assault,12.98525,77.549764,Bengaluru Urban Zone 4,SUS-00269,VIC-00619,Bengaluru Urban Traffic PS,Active,0,0,4219.48,4.23,Medium Risk,0.5321
CR-000192,2023-03-30,Tumakuru,Cybercrime,13.369158,77.160926,Tumakuru Zone 4,SUS-00591,VIC-00946,Tumakuru Cyber Crime Cell,Closed,0,1,265.57,5.31,Medium Risk,0.5863
CR-000193,2025-05-15,Mandya,Burglary,12.485644,76.84183,Mandya Zone 1,SUS-00787,VIC-00020,Mandya Central PS,Arrested,1,0,395.5,4.74,Low Risk,0.2417
CR-000194,2023-10-13,Dharwad,Domestic Violence,15.357737,75.149975,Dharwad Zone 5,SUS-00410,VIC-00319,Dharwad Traffic PS,Arrested,1,0,406.91,5.09,Low Risk,0.1967
CR-000195,2024-01-09,Udupi,Theft,13.379028,74.743274,Udupi Zone 1,SUS-00439,VIC-00538,Udupi North PS,Arrested,1,0,513.6,4.38,Low Risk,0.272
CR-000196,2023-12-10,Shivamogga,Domestic Violence,13.891653,75.67276,Shivamogga Zone 3,SUS-00691,VIC-00241,Shivamogga Traffic PS,Closed,0,0,308.02,5.19,Low Risk,0.1888
CR-000197,2024-08-18,Haveri,Theft,14.818667,75.472811,Haveri Zone 1,SUS-00406,VIC-01024,Haveri Central PS,Closed,0,0,257.76,5.84,Low Risk,0.2931
CR-000198,2025-03-04,Kodagu,Theft,12.334563,75.799549,Kodagu Zone 2,SUS-00034,VIC-00157,Kodagu South PS,Arrested,1,0,179.71,3.98,Low Risk,0.1839
CR-000199,2024-06-18,Yadgir,Burglary,16.721782,77.052568,Yadgir Zone 5,SUS-00182,VIC-00640,Yadgir Traffic PS,Closed,0,0,275.48,6.78,Low Risk,0.2628
CR-000200,2023-01-13,Belagavi,Robbery,15.892156,74.48202,Belagavi Zone 5,SUS-00279,VIC-00040,Belagavi East PS,Closed,0,0,560.21,5.44,Low Risk,0.2553
CR-000201,2023-11-30,Shivamogga,Theft,13.9342,75.395619,Shivamogga Zone 2,SUS-00730,VIC-00908,Shivamogga Cyber Crime Cell,Active,0,0,322.45,4.96,Low Risk,0.1814
CR-000202,2024-03-20,Vijayanagara,Burglary,15.297562,76.409652,Vijayanagara Zone 1,SUS-00036,VIC-00522,Vijayanagara North PS,Arrested,1,0,335.48,6.63,Low Risk,0.3985
CR-000203,2023-09-30,Bagalkot,Domestic Violence,16.104738,75.516848,Bagalkot Zone 1,SUS-00612,VIC-00042,Bagalkot Women PS,Closed,0,0,344.48,6.32,Low Risk,0.2392
CR-000204,2024-06-15,Bagalkot,Drug Offense,16.085317,75.597648,Bagalkot Zone 3,SUS-00643,VIC-00319,Bagalkot Special Task Force,Closed,0,0,279.83,5.9,Low Risk,0.2114
CR-000205,2025-02-14,Raichur,Cybercrime,16.216203,77.363508,Raichur Zone 3,SUS-00039,VIC-00309,Raichur East PS,Closed,0,0,273.78,6.57,Low Risk,0.3239
CR-000206,2023-11-07,Udupi,Theft,13.298998,74.775883,Udupi Zone 3,SUS-00614,VIC-01162,Udupi Cyber Crime Cell,Arrested,1,0,493.73,4.38,Low Risk,0.3636
CR-000207,2024-04-09,Yadgir,Theft,16.837704,77.165528,Yadgir Zone 2,SUS-00742,VIC-00677,Yadgir East PS,Active,0,0,246.06,6.67,Medium Risk,0.4107
CR-000208,2024-06-11,Gadag,Theft,15.506526,75.59775,Gadag Zone 2,SUS-00270,VIC-01125,Gadag South PS,Active,0,0,250.92,5.62,Low Risk,0.3248
CR-000209,2023-10-13,Ramanagara,Theft,12.659144,77.335399,Ramanagara Zone 4,SUS-00209,VIC-00547,Ramanagara East PS,Arrested,1,0,393.12,4.66,Low Risk,0.1925
CR-000210,2025-03-24,Ramanagara,Cybercrime,12.823677,77.506212,Ramanagara Zone 4,SUS-00617,VIC-00543,Ramanagara Traffic PS,Closed,0,0,451.56,5.45,Low Risk,0.2633
CR-000211,2025-03-03,Raichur,Theft,16.211736,77.384782,Raichur Zone 3,SUS-00441,VIC-00787,Raichur West PS,Closed,0,1,243.64,6.17,Medium Risk,0.5899
CR-000212,2024-10-22,Mysuru,Burglary,12.297187,76.629656,Mysuru Zone 5,SUS-00711,VIC-00073,Mysuru West PS,Closed,0,0,841.98,4.67,Low Risk,0.3096
CR-000213,2023-12-07,Davangere,Assault,14.315895,75.907375,Davangere Zone 5,SUS-00532,VIC-00927,Davangere Central PS,Closed,0,0,373.71,5.57,Low Risk,0.2681
CR-000214,2025-05-02,Davangere,Fraud,14.440852,75.885308,Davangere Zone 3,SUS-00213,VIC-01185,Davangere Rural PS,Closed,0,0,391.72,5.2,Low Risk,0.2743
CR-000215,2024-05-10,Dharwad,Theft,15.460012,75.008702,Dharwad Zone 5,SUS-00355,VIC-00735,Dharwad West PS,Closed,0,0,410.94,5.75,Low Risk,0.3808
CR-000216,2025-02-05,Bagalkot,Domestic Violence,16.187844,75.673574,Bagalkot Zone 1,SUS-00420,VIC-00226,Bagalkot Rural PS,Closed,0,0,274.46,6.43,Low Risk,0.349
CR-000217,2023-06-30,Tumakuru,Drug Offense,13.254384,77.114172,Tumakuru Zone 1,SUS-00248,VIC-00850,Tumakuru Cyber Crime Cell,Arrested,1,0,334.57,4.89,Low Risk,0.2335
CR-000218,2023-09-21,Kolar,Assault,13.086359,78.002427,Kolar Zone 2,SUS-00486,VIC-00908,Kolar South PS,Arrested,1,0,405.59,4.87,Low Risk,0.325
CR-000219,2024-01-20,Dharwad,Cybercrime,15.364304,75.03436,Dharwad Zone 5,SUS-00698,VIC-00095,Dharwad East PS,Arrested,1,0,401.53,5.61,Low Risk,0.3816
CR-000220,2023-11-07,Davangere,Theft,14.527549,75.970476,Davangere Zone 5,SUS-00610,VIC-00081,Davangere Central PS,Active,0,0,388.52,5.7,Low Risk,0.3877
CR-000221,2023-08-20,Raichur,Theft,15.962498,77.244053,Raichur Zone 1,SUS-00235,VIC-00453,Raichur East PS,Closed,0,0,254.64,6.9,Low Risk,0.3322
CR-000222,2024-01-13,Yadgir,Theft,16.799041,77.195799,Yadgir Zone 4,SUS-00589,VIC-00083,Yadgir Cyber Crime Cell,Active,0,1,230.61,7.09,Medium Risk,0.5009
CR-000223,2024-09-30,Gadag,Assault,15.505819,75.832701,Gadag Zone 3,SUS-00007,VIC-01025,Gadag Traffic PS,Active,0,0,275.16,5.41,Low Risk,0.1923
CR-000224,2024-01-11,Ballari,Fraud,15.099942,77.07623,Ballari Zone 5,SUS-00615,VIC-00063,Ballari South PS,Arrested,1,1,380.08,7.14,Medium Risk,0.5284
CR-000225,2024-08-09,Dharwad,Domestic Violence,15.488207,74.984737,Dharwad Zone 3,SUS-00090,VIC-00393,Dharwad Women PS,Closed,0,1,399.98,5.35,Medium Risk,0.5482
CR-000226,2023-11-18,Hassan,Assault,13.048536,75.918642,Hassan Zone 1,SUS-00692,VIC-00286,Hassan West PS,Arrested,1,0,298.88,4.63,Low Risk,0.3035
CR-000227,2023-02-11,Hubballi,Theft,15.371473,75.345395,Hubballi Zone 2,SUS-00091,VIC-00908,Hubballi Rural PS,Closed,0,0,673.5,5.88,Low Risk,0.243
CR-000228,2024-06-08,Davangere,Theft,14.386816,75.907691,Davangere Zone 2,SUS-00245,VIC-00951,Davangere Women PS,Closed,0,0,326.47,5.27,Low Risk,0.2975
CR-000229,2024-12-11,Bagalkot,Burglary,15.994185,75.673506,Bagalkot Zone 5,SUS-00312,VIC-01170,Bagalkot West PS,Closed,0,0,281.77,5.8,Low Risk,0.3863
CR-000230,2024-03-05,Raichur,Fraud,16.326008,77.435852,Raichur Zone 1,SUS-00735,VIC-00238,Raichur Traffic PS,Active,0,0,282.32,6.21,Low Risk,0.3992
CR-000231,2025-03-05,Bagalkot,Theft,15.97396,75.701856,Bagalkot Zone 5,SUS-00123,VIC-00863,Bagalkot Rural PS,Arrested,1,1,317.27,6.16,Medium Risk,0.6151
CR-000232,2024-09-06,Kolar,Assault,13.086873,78.000295,Kolar Zone 3,SUS-00738,VIC-00193,Kolar Central PS,Arrested,1,0,493.17,5.33,Low Risk,0.3507
CR-000233,2024-02-29,Kalaburagi,Fraud,17.236913,76.798947,Kalaburagi Zone 4,SUS-00271,VIC-00865,Kalaburagi North PS,Closed,0,0,407.94,6.3,Low Risk,0.3412
CR-000234,2024-07-05,Mandya,Drug Offense,12.567879,76.825825,Mandya Zone 3,SUS-00639,VIC-00815,Mandya East PS,Arrested,1,0,343.34,4.87,Low Risk,0.2805
CR-000235,2023-07-15,Mysuru,Robbery,12.180492,76.728198,Mysuru Zone 5,SUS-00146,VIC-01037,Mysuru Central PS,Closed,0,0,914.95,4.89,Low Risk,0.2815
CR-000236,2023-11-21,Gadag,Fraud,15.396742,75.634975,Gadag Zone 5,SUS-00212,VIC-00282,Gadag Special Task Force,Closed,0,0,226.98,5.75,Low Risk,0.3837
CR-000237,2024-12-20,Mangaluru,Assault,12.922298,74.83659,Mangaluru Zone 1,SUS-00030,VIC-00483,Mangaluru North PS,Arrested,1,1,1221.71,4.89,Medium Risk,0.6059
CR-000238,2025-02-18,Bengaluru Rural,Burglary,13.271394,77.49727,Bengaluru Rural Zone 4,SUS-00746,VIC-00820,Bengaluru Rural Traffic PS,Active,0,0,475.03,5.43,Low Risk,0.3009
CR-000239,2023-09-02,Uttara Kannada,Domestic Violence,14.761347,74.73019,Uttara Kannada Zone 4,SUS-00574,VIC-00504,Uttara Kannada Rural PS,Closed,0,0,214.91,5.23,Low Risk,0.3063
CR-000240,2023-07-25,Mangaluru,Theft,12.809047,74.843631,Mangaluru Zone 2,SUS-00562,VIC-00676,Mangaluru Rural PS,Active,0,0,1028.17,5.35,Low Risk,0.2788
CR-000241,2025-03-15,Davangere,Robbery,14.429741,75.94802,Davangere Zone 4,SUS-00234,VIC-00768,Davangere Cyber Crime Cell,Closed,0,0,403.47,6.08,Low Risk,0.343
CR-000242,2025-04-25,Haveri,Theft,14.724601,75.416395,Haveri Zone 1,SUS-00029,VIC-00525,Haveri Cyber Crime Cell,Closed,0,0,260.06,5.05,Low Risk,0.2772
CR-000243,2024-04-10,Tumakuru,Assault,13.33772,77.182525,Tumakuru Zone 2,SUS-00111,VIC-00600,Tumakuru North PS,Closed,0,0,279.58,5.01,Low Risk,0.2341
CR-000244,2023-09-09,Mandya,Burglary,12.62035,76.939346,Mandya Zone 4,SUS-00261,VIC-00814,Mandya North PS,Closed,0,1,362.2,5.06,Medium Risk,0.4386
CR-000245,2024-06-16,Bagalkot,Fraud,16.14453,75.613383,Bagalkot Zone 4,SUS-00542,VIC-00670,Bagalkot Women PS,Active,0,0,264.0,6.19,Medium Risk,0.41
CR-000246,2024-04-25,Bagalkot,Domestic Violence,16.032182,75.64428,Bagalkot Zone 2,SUS-00297,VIC-01004,Bagalkot East PS,Active,0,1,332.31,5.55,Medium Risk,0.6307
CR-000247,2023-01-04,Mysuru,Theft,12.266087,76.725988,Mysuru Zone 4,SUS-00283,VIC-01072,Mysuru Traffic PS,Arrested,1,0,800.82,4.75,Low Risk,0.2824
CR-000248,2023-09-18,Chikkamagaluru,Theft,13.246873,75.642246,Chikkamagaluru Zone 5,SUS-00655,VIC-00801,Chikkamagaluru Cyber Crime Cell,Closed,0,0,213.85,5.33,Low Risk,0.3711
CR-000249,2023-01-28,Dharwad,Drug Offense,15.433949,75.169451,Dharwad Zone 5,SUS-00393,VIC-00984,Dharwad Cyber Crime Cell,Arrested,1,0,377.1,5.68,Low Risk,0.273
CR-000250,2023-08-28,Udupi,Drug Offense,13.172963,74.809265,Udupi Zone 5,SUS-00070,VIC-01152,Udupi East PS,Arrested,1,0,498.72,4.9,Low Risk,0.3667
CR-000251,2024-05-18,Ballari,Burglary,15.155508,76.956561,Ballari Zone 3,SUS-00721,VIC-00596,Ballari Rural PS,Active,0,0,362.06,6.23,Low Risk,0.2669
CR-000252,2024-04-04,Ramanagara,Robbery,12.658634,77.204098,Ramanagara Zone 5,SUS-00560,VIC-00912,Ramanagara Special Task Force,Arrested,1,0,365.11,5.32,Low Risk,0.2304
CR-000253,2023-09-14,Kodagu,Domestic Violence,12.431017,75.851013,Kodagu Zone 1,SUS-00212,VIC-00505,Kodagu South PS,Arrested,1,0,196.13,4.44,Low Risk,0.3211
CR-000254,2024-02-04,Yadgir,Drug Offense,16.869031,77.162951,Yadgir Zone 4,SUS-00054,VIC-00476,Yadgir Special Task Force,Arrested,1,0,244.71,6.45,Low Risk,0.263
CR-000255,2024-03-09,Raichur,Assault,16.128172,77.33058,Raichur Zone 3,SUS-00147,VIC-00537,Raichur South PS,Closed,0,0,243.89,6.9,Low Risk,0.3254
CR-000256,2024-05-28,Raichur,Cybercrime,16.206995,77.42073,Raichur Zone 3,SUS-00248,VIC-01025,Raichur South PS,Arrested,1,0,306.7,7.13,Low Risk,0.3117
CR-000257,2023-09-09,Hubballi,Fraud,15.472946,75.241296,Hubballi Zone 2,SUS-00533,VIC-00458,Hubballi Central PS,Arrested,1,0,820.11,5.33,Low Risk,0.3233
CR-000258,2025-02-10,Ramanagara,Kidnapping,12.778915,77.377794,Ramanagara Zone 4,SUS-00397,VIC-00640,Ramanagara Central PS,Closed,0,0,343.86,4.89,Low Risk,0.35
CR-000259,2024-09-17,Raichur,Domestic Violence,16.323365,77.333786,Raichur Zone 1,SUS-00448,VIC-00297,Raichur East PS,Arrested,1,1,257.32,6.35,Medium Risk,0.5942
CR-000260,2025-01-29,Ballari,Theft,15.073255,76.919743,Ballari Zone 5,SUS-00024,VIC-00969,Ballari South PS,Closed,0,0,435.96,5.87,Low Risk,0.3237
CR-000261,2023-05-29,Davangere,Cybercrime,14.350095,75.887995,Davangere Zone 4,SUS-00343,VIC-00359,Davangere North PS,Active,0,1,320.76,5.58,Medium Risk,0.6243
CR-000262,2023-08-28,Kodagu,Assault,12.463216,75.719031,Kodagu Zone 2,SUS-00442,VIC-01014,Kodagu Cyber Crime Cell,Active,0,0,181.6,4.48,Low Risk,0.2671
CR-000263,2023-11-15,Belagavi,Drug Offense,15.794491,74.378857,Belagavi Zone 1,SUS-00689,VIC-00869,Belagavi Cyber Crime Cell,Active,0,0,588.9,5.9,Low Risk,0.2301
CR-000264,2025-02-16,Yadgir,Theft,16.740743,77.251931,Yadgir Zone 4,SUS-00454,VIC-01103,Yadgir Women PS,Closed,0,0,254.29,7.24,Low Risk,0.3483
CR-000265,2023-03-05,Mangaluru,Assault,13.008991,74.872869,Mangaluru Zone 2,SUS-00022,VIC-00960,Mangaluru South PS,Active,0,0,1178.92,5.66,Medium Risk,0.4537
CR-000266,2024-10-27,Ramanagara,Theft,12.632683,77.269888,Ramanagara Zone 4,SUS-00176,VIC-00124,Ramanagara Central PS,Active,0,0,401.69,4.76,Low Risk,0.2026
CR-000267,2023-07-11,Mandya,Assault,12.536172,76.84827,Mandya Zone 4,SUS-00252,VIC-00091,Mandya West PS,Arrested,1,0,394.58,5.54,Low Risk,0.2766
CR-000268,2025-01-16,Gadag,Kidnapping,15.394613,75.624849,Gadag Zone 1,SUS-00647,VIC-00591,Gadag Women PS,Arrested,1,0,239.0,6.11,Low Risk,0.361
CR-000269,2023-04-15,Bengaluru Rural,Robbery,13.083591,77.656561,Bengaluru Rural Zone 2,SUS-00487,VIC-01048,Bengaluru Rural South PS,Active,0,0,556.04,4.78,Low Risk,0.2195
CR-000270,2023-01-25,Haveri,Theft,14.665574,75.40811,Haveri Zone 4,SUS-00356,VIC-00815,Haveri Women PS,Closed,0,0,277.83,5.53,Low Risk,0.3759
CR-000271,2025-05-15,Bengaluru Rural,Burglary,13.183018,77.64613,Bengaluru Rural Zone 5,SUS-00780,VIC-00542,Bengaluru Rural Cyber Crime Cell,Active,0,0,476.32,5.42,Low Risk,0.3484
CR-000272,2024-08-26,Dharwad,Domestic Violence,15.439354,74.994699,Dharwad Zone 2,SUS-00607,VIC-00520,Dharwad Cyber Crime Cell,Arrested,1,0,381.77,5.36,Low Risk,0.202
CR-000273,2023-07-04,Vijayapura,Assault,16.870287,75.795278,Vijayapura Zone 2,SUS-00607,VIC-00518,Vijayapura East PS,Closed,0,0,278.16,6.43,Low Risk,0.2947
CR-000274,2024-10-30,Yadgir,Assault,16.707136,77.098696,Yadgir Zone 4,SUS-00429,VIC-00631,Yadgir South PS,Closed,0,1,235.08,7.35,Medium Risk,0.5868
CR-000275,2024-01-01,Hassan,Theft,13.084784,76.166142,Hassan Zone 5,SUS-00332,VIC-00550,Hassan Central PS,Closed,0,0,294.95,5.43,Low Risk,0.1966
CR-000276,2023-04-15,Bengaluru Urban,Assault,12.920854,77.565446,Bengaluru Urban Zone 1,SUS-00738,VIC-00113,Bengaluru Urban East PS,Active,0,0,4250.32,4.22,Medium Risk,0.4156
CR-000277,2024-04-28,Kodagu,Assault,12.301141,75.762113,Kodagu Zone 5,SUS-00376,VIC-01178,Kodagu Cyber Crime Cell,Active,0,0,203.83,3.96,Low Risk,0.1628
CR-000278,2025-05-20,Mandya,Robbery,12.448582,76.973554,Mandya Zone 3,SUS-00436,VIC-01118,Mandya East PS,Closed,0,0,355.37,5.23,Low Risk,0.271
CR-000279,2023-12-01,Hubballi,Kidnapping,15.35127,75.211685,Hubballi Zone 5,SUS-00386,VIC-00180,Hubballi Cyber Crime Cell,Arrested,1,0,676.48,6.07,Low Risk,0.3485
CR-000280,2024-02-07,Chitradurga,Murder,14.21269,76.512474,Chitradurga Zone 3,SUS-00095,VIC-00009,Chitradurga Rural PS,Arrested,1,0,287.64,5.26,Low Risk,0.3253
